,video_id,trending_date,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,category_title,Country,Unnamed: 0,duration_in_minutes
2114,ltgjqx-D0t8,17.13.12,2017-12-13T04:19:23.000Z,51960,8272,99,3321,False,False,People & Blogs,MX,,10
2115,uxCyrJITAuM,18.05.04,2018-04-04T11:00:03.000Z,11986,930,94,62,False,False,Music,RU,,2
2116,imKqmGuhaFg,18.01.05,2018-04-30T22:10:16.000Z,9989,104,9,29,False,False,Entertainment,MX,,15
2117,JvV640xrJ28,18.16.02,2018-02-15T14:00:01.000Z,298798,12466,218,672,False,False,Film & Animation,CA,,5
2118,L9FA9U4s3Tg,18.14.06,2018-06-08T04:00:20.000Z,189038,8607,133,497,False,False,Music,US,,5
2119,R0Qv_nl3WaE,18.18.04,2018-04-17T16:30:58.000Z,79759,423,63,56,False,False,News & Politics,IN,,23
2120,WcdTbiZZJZ0,17.02.12,2017-12-01T07:29:03.000Z,102238,339,89,30,False,False,News & Politics,IN,,15
2121,IX5AS7zVvkw,18.07.05,2018-05-06T22:05:56.000Z,786697,4550,292,1405,False,False,Sports,MX,,9
2122,EPRwCcfK6YU,18.12.05,2018-05-11T14:16:29.000Z,7933,47,14,14,False,False,Entertainment,JP,,11
2123,UGn5TsLXqyg,18.24.04,2018-04-23T20:30:00.000Z,349792,40826,174,6433,False,False,Entertainment,CA,,8
2124,1hXfsY1lAEo,18.02.05,2018-05-01T05:15:33.000Z,396466,12981,286,565,False,False,Comedy,MX,,122
2125,lDXhoW-9BN8,18.07.05,2018-05-05T07:27:02.000Z,438245,3730,245,108,False,False,Entertainment,IN,,4
2126,viAi9HDw5TI,18.17.01,2018-01-15T07:00:50.000Z,564454,31966,3086,1903,False,False,Music,RU,,4
2127,8ySlfWcxbA4,18.03.05,2018-05-01T04:15:06.000Z,33231,1594,5,99,False,False,Howto & Style,KR,,2
2128,XfQDgbrZvSw,18.23.04,2018-04-22T08:00:02.000Z,90865,6219,273,810,False,False,Science & Technology,DE,,5
2129,tI5ui8LDkKg,18.18.03,2018-03-17T12:00:06.000Z,20903,1685,2,331,False,False,Entertainment,JP,,5
2130,yz4En8Zr8Vo,18.02.04,2018-04-01T03:12:48.000Z,20726,682,14,85,False,False,Education,RU,,150
2131,4CtIMBuvpHI,18.29.04,2018-04-28T17:38:17.000Z,220301,9926,542,1359,False,False,People & Blogs,FR,,4
2132,rq2jDf5yB3o,18.21.04,2018-04-20T12:34:08.000Z,10258,0,0,0,True,True,Entertainment,JP,,1
2133,7_84vaExkmI,18.24.01,2018-01-23T19:56:09.000Z,182531,1970,164,20,False,False,Sports,IN,,613
2134,pgjVD0OVQwY,18.27.03,2018-03-25T15:00:08.000Z,200047,23650,91,930,False,False,Music,KR,,0
2135,yjCQ-s8dMIw,17.29.11,2017-11-27T15:00:05.000Z,145831,9300,215,289,False,False,People & Blogs,RU,,10
2136,lcvOVZ_ILrs,17.21.12,2017-12-18T17:36:49.000Z,377906,1956,796,1001,False,False,News & Politics,US,,1
2137,F_2Sdz9pUpE,18.25.02,2018-02-25T04:11:42.000Z,38055,0,0,0,True,True,Gaming,MX,,1
2138,3bw1yB_rrgY,18.01.06,2018-05-30T15:00:16.000Z,130351,7888,333,612,False,False,Science & Technology,FR,,16
2139,redJOfQQlhg,17.15.11,2017-11-12T17:00:09.000Z,178941,8814,321,198,False,False,Sports,FR,,8
2140,u8IfNcazLi0,18.14.02,2018-02-13T12:14:28.000Z,838294,75848,20306,13785,False,False,People & Blogs,RU,,5
2141,YzMfFZ5YB38,18.07.06,2018-06-06T17:20:57.000Z,37201,121,48,13,False,False,Entertainment,DE,,123
2142,ISrMcDv9_xg,17.05.12,2017-12-03T19:00:01.000Z,186057,9450,76,873,False,False,Gaming,CA,,13
2143,TwCbmLPTT5U,18.05.04,2018-04-04T21:38:25.000Z,145869,9196,90,1420,False,False,Gaming,CA,,4
2144,ByrqiNqeZGI,18.06.02,2018-02-05T08:41:17.000Z,31382,2584,55,105,False,False,Howto & Style,RU,,5
2145,X6SJ0qINllY,18.09.01,2018-01-08T14:45:33.000Z,5043,238,7,30,False,False,Music,RU,,8
2146,1DQ9UTz5j8o,18.04.03,2018-02-20T22:30:56.000Z,536775,39673,779,4280,False,False,Comedy,US,,7
2147,wT7Th2XJTsA,18.05.04,2018-03-30T08:04:55.000Z,2733342,14241,1565,5805,False,False,Film & Animation,KR,,11
2148,kXq-2l7cYA8,18.03.01,2018-01-01T12:07:25.000Z,555302,99309,1240,3757,False,False,Comedy,RU,,5
2149,IIPAdpTjAFI,18.19.02,2018-02-18T05:00:00.000Z,80241,2036,37,406,False,False,Pets & Animals,JP,,4
2150,mNcvew4XdQI,18.07.04,2018-04-05T12:00:07.000Z,1990196,95884,1022,16491,False,False,Comedy,JP,,7
2151,MLUADxiH3lo,18.29.04,2018-04-28T10:48:44.000Z,25252,1552,73,22,False,False,News & Politics,KR,,301
2152,tkyk9F-OK0Y,18.07.01,2018-01-06T08:30:03.000Z,19671,2081,14,420,False,False,Gaming,FR,,19
2153,j3sVkMYGejc,17.17.11,2017-11-16T16:00:05.000Z,160816,11380,1403,3880,False,False,Entertainment,FR,,11
2154,5V2vRADBzJw,18.01.03,2018-02-27T18:08:47.000Z,305341,18585,502,1033,False,False,Entertainment,DE,,9
2155,8DdpzdDwmS4,17.09.12,2017-12-06T22:41:26.000Z,80997,739,38,194,False,False,People & Blogs,FR,,1
2156,tvj0AESEJ4I,17.30.12,2017-12-28T18:27:26.000Z,144801,1442,244,1480,False,False,News & Politics,CA,,7
2157,Tz81pYZy-Cw,17.12.12,2017-12-11T15:56:48.000Z,47578,185,36,10,False,False,Entertainment,IN,,23
2158,noAemZViEH4,18.16.04,2018-04-15T16:38:34.000Z,448934,21920,3022,4407,False,False,Science & Technology,RU,,14
2159,tv_WL-uti_U,18.04.06,2018-06-02T12:00:10.000Z,96896,1146,25,282,False,False,Entertainment,KR,,14
2160,2FHvI3yuSqo,18.22.04,2018-04-09T10:04:32.000Z,21896,30,27,6,False,False,Autos & Vehicles,JP,,5
2161,vfHd8MF0ExU,18.14.06,2018-05-30T16:02:29.000Z,1682086,35074,1416,2086,False,False,Entertainment,US,,18
2162,wNWYp9Qwu3w,18.30.01,2018-01-28T14:10:00.000Z,46399,8760,48,738,False,False,Comedy,FR,,11
2163,kM562YQrmUU,18.09.03,2018-03-06T06:51:51.000Z,73604,4926,19,1253,False,False,Gaming,KR,,19
2164,Fg_04-Lg3Rk,17.27.12,2017-12-26T17:12:29.000Z,30083,592,32,0,True,False,Comedy,MX,,2
2165,SfdTCDnmt_g,18.17.02,2018-02-16T17:10:50.000Z,37815,4143,44,440,False,False,Howto & Style,MX,,10
2166,mA45IV9njv8,18.12.03,2018-03-11T05:04:06.000Z,611125,9990,464,520,False,False,Shows,IN,,5
2167,wAIJNDUqIQQ,18.28.01,2018-01-27T18:08:37.000Z,19977,2480,29,187,False,False,Howto & Style,MX,,7
2168,oyB-BdZprQ0,17.10.12,2017-12-08T11:33:20.000Z,166902,7373,117,442,False,False,News & Politics,IN,,15
2169,9D19cSKk9gU,18.05.05,2018-05-04T13:42:02.000Z,13905,314,25,147,False,False,People & Blogs,JP,,10
2170,bdAfhuq_Kzw,18.07.04,2018-04-05T14:27:42.000Z,804921,154350,5606,22356,False,False,Science & Technology,RU,,14
2171,mq5ELi9PafE,18.22.04,2018-04-22T00:00:03.000Z,3984,384,8,89,False,False,Howto & Style,MX,,11
2172,OVEIByt8RMY,18.19.02,2018-02-18T18:32:16.000Z,5605,51,11,0,False,False,Gaming,JP,,706
2173,xB--L_7zcqQ,17.18.12,2017-12-16T13:44:58.000Z,553948,19519,2513,1721,False,False,Autos & Vehicles,RU,,20
2174,jOsKVNXa7Lc,18.24.04,2018-04-23T04:30:00.000Z,35130,2662,59,217,False,False,People & Blogs,RU,,11
2175,Y-FoigPMo8E,17.27.11,2017-11-24T04:48:39.000Z,82184,129,44,11,False,False,News & Politics,IN,,2
2176,tpfLhpzXQRA,17.17.11,2017-11-14T17:23:16.000Z,407924,11326,351,729,False,False,Entertainment,FR,,3
2177,7R4XPIaB1lg,18.13.02,2018-02-09T10:13:59.000Z,961400,6435,332,135,False,False,Entertainment,IN,,1
2178,HYfUJcH976Q,18.31.03,2018-03-30T11:11:34.000Z,72384,3259,656,371,False,False,Entertainment,IN,,9
2179,_cYPL2kh81g,17.16.11,2017-11-13T09:11:50.000Z,39214,43,22,75,False,False,Shows,KR,,15
2180,LPQBw_QDfRo,18.25.02,2018-02-24T18:22:46.000Z,2854,248,11,50,False,False,People & Blogs,DE,,3
2181,K0_w3LS0x70,17.20.11,2017-11-17T18:59:56.000Z,118045,3347,69,454,False,False,People & Blogs,FR,,3
2182,_3U-SeSmimA,17.30.11,2017-11-29T08:48:50.000Z,18700,81,8,4,False,False,Entertainment,RU,,5
2183,DizdUzf_NeE,18.26.01,2018-01-23T00:21:44.000Z,155633,7042,273,2209,False,False,People & Blogs,CA,,18
2184,JKzPNwfNkPE,18.01.02,2018-01-30T10:39:28.000Z,76354,1606,53,48,False,False,Gaming,DE,,1
2185,Px7DPia9SJ0,17.12.12,2017-12-11T12:53:06.000Z,55943,2891,98,159,False,False,People & Blogs,RU,,90
2186,qAt_g1JL1t4,17.19.12,2017-12-16T08:00:12.000Z,100057,889,90,397,False,False,Gaming,KR,,10
2187,HHOyg1oDeis,17.30.12,2017-12-22T21:00:20.000Z,1836620,139237,5668,11651,False,False,Entertainment,US,,16
2188,JyY6RhvnVhQ,18.30.04,2018-04-30T02:39:03.000Z,156883,1230,483,1584,False,False,Entertainment,MX,,4
2189,pileakSsa-Q,18.16.05,2018-05-13T15:00:04.000Z,453705,24308,439,1633,False,False,Education,FR,,13
2190,5CAEK6Yd-Y0,18.15.01,2018-01-12T17:03:23.000Z,613040,34957,467,3651,False,False,Comedy,FR,,8
2191,EvBR7WOBdmM,18.13.02,2018-02-10T13:00:00.000Z,265262,19427,582,1106,False,False,Entertainment,DE,,4
2192,2HjwW3dDAig,18.11.03,2018-03-11T05:00:00.000Z,31545,3223,284,571,False,False,Gaming,RU,,22
2193,gy9d1JSenIs,18.08.03,2018-03-07T08:00:04.000Z,5164,35,7,6,False,False,Entertainment,JP,,7
2194,nwjFyqznPc8,17.05.12,2017-12-04T10:12:52.000Z,42959,2654,239,803,False,False,Entertainment,KR,,21
2195,NT4QB4Q4mlc,18.21.01,2018-01-20T23:30:09.000Z,69776,6499,134,767,False,False,Howto & Style,MX,,19
2196,TcZuqVelnH0,18.21.04,2018-04-20T14:07:50.000Z,29009,2421,45,114,False,False,Howto & Style,RU,,6
2197,kepIALKQZVo,17.16.11,2017-11-15T16:30:03.000Z,12175,1022,9,170,False,False,Pets & Animals,FR,,14
2198,29OTm_EeHtA,18.02.06,2018-06-01T11:48:53.000Z,69676,6089,97,516,False,False,Film & Animation,RU,,6
2199,Y-HQ8RywYH0,18.14.03,2018-03-11T19:48:49.000Z,27732,125,27,11,False,False,Sports,CA,,2
2200,WZq3Imek6Ds,17.30.12,2017-12-29T01:00:03.000Z,231405,10378,456,1541,False,False,Science & Technology,MX,,13
2201,t5hZBQN_s0E,18.15.04,2018-04-14T10:00:28.000Z,68054,653,161,106,False,False,Gaming,JP,,12
2202,dZa5jwj2P0s,17.20.12,2017-12-19T15:20:15.000Z,8039,130,9,33,False,False,People & Blogs,FR,,2
2203,bRXn0AsKHM0,18.28.02,2018-02-27T12:24:33.000Z,7888,296,23,104,False,False,Science & Technology,RU,,8
2204,YB3o5c1UJUc,18.02.01,2017-12-30T11:03:25.000Z,39584,795,601,565,False,False,Film & Animation,DE,,1
2205,EmEO09mvODg,18.17.02,2018-02-16T11:46:34.000Z,67780,5709,6834,609,False,False,News & Politics,RU,,226
2206,MYOFx96PITo,18.09.02,2018-02-07T05:33:17.000Z,553239,4270,1504,672,False,False,Entertainment,RU,,3
2207,4ONRkYDDPMQ,17.04.12,2017-12-03T04:00:00.000Z,4890,265,4,10,False,False,Entertainment,DE,,3
2208,7gShaSuK_PY,17.17.11,2017-11-13T06:52:47.000Z,292060,582,200,43,False,False,People & Blogs,IN,,4
2209,dC8t3CpZdOc,18.16.03,2018-03-15T10:02:41.000Z,190394,10784,207,546,False,False,Sports,RU,,8
2210,v-xHTkQ2AM4,18.09.01,2018-01-08T10:39:03.000Z,115176,810,34,27,False,False,Entertainment,IN,,6
2211,Yo93ISkqmVg,18.26.04,2018-04-25T22:14:06.000Z,50716,1913,39,251,False,False,Entertainment,MX,,2
2212,ilIsX7vHLfU,18.16.01,2018-01-15T11:36:16.000Z,29184,1495,46,129,False,False,Howto & Style,RU,,19
2213,2-4RQHbLsHg,18.09.06,2018-06-07T15:10:41.000Z,203115,8474,719,1309,False,False,News & Politics,MX,,75
2214,O26gWkdXEvw,18.12.01,2018-01-09T09:00:08.000Z,479378,9069,556,5189,False,False,Comedy,KR,,4
2215,TN9prH55sAo,17.27.12,2017-12-25T04:00:03.000Z,30738,372,22,308,False,False,Gaming,KR,,8
2216,Xq8Swx0spBs,18.30.01,2018-01-29T13:00:05.000Z,6517,26,10,12,False,False,Sports,FR,,3
2217,jQcK7bgCFow,18.27.01,2018-01-26T22:00:05.000Z,10297,1378,14,351,False,False,People & Blogs,MX,,20
2218,gc0MOkS5bW0,18.21.01,2018-01-19T21:26:19.000Z,9412,123,6,15,False,False,Entertainment,FR,,12
2219,3vcvHYpLkqs,17.09.12,2017-12-08T13:18:31.000Z,74631,5442,545,979,False,False,Gaming,DE,,4
2220,jq77vv_JGgs,18.10.03,2018-03-08T14:44:53.000Z,121979,2980,333,834,False,False,Entertainment,DE,,5
2221,F4-WhEt4aYk,17.01.12,2017-11-29T19:16:54.000Z,314024,21046,582,2140,False,False,People & Blogs,MX,,4
2222,yv2uaXnZAw0,18.23.03,2018-03-22T17:16:58.000Z,9112,832,23,145,False,False,Entertainment,FR,,9
2223,gcQKaXQWgdY,18.08.02,2018-02-07T17:17:57.000Z,130656,7350,236,526,False,False,Entertainment,DE,,4
2224,iXI0io8sZLg,18.03.04,2018-04-01T11:32:56.000Z,475695,16964,2396,1329,False,False,People & Blogs,RU,,17
2225,75NntVQVrK0,18.11.02,2018-02-09T14:06:33.000Z,199204,7227,619,1255,False,False,Entertainment,DE,,3
2226,jOnVsVNkC8k,18.15.01,2018-01-14T13:47:03.000Z,134104,13219,172,998,False,False,Entertainment,RU,,8
2227,JN8jykQy2ac,18.09.03,2018-03-08T12:11:42.000Z,266254,14525,939,1201,False,False,Entertainment,RU,,14
2228,vy-mTJPvUQ0,18.07.01,2018-01-05T17:00:06.000Z,14695,1583,14,103,False,False,Howto & Style,DE,,6
2229,oTn329CjrRA,18.14.06,2018-06-11T17:28:35.000Z,129026,1638,29,275,False,False,Sports,GB,,5
2230,oujAupZTE2k,18.19.01,2018-01-17T11:00:04.000Z,106582,3650,167,1168,False,False,Entertainment,IN,,7
2231,LUoISGGJVY0,17.14.12,2017-12-13T15:31:56.000Z,30807,2931,44,1842,False,False,Howto & Style,RU,,3
2232,KtNqf5NqBf8,18.22.02,2017-05-22T06:52:22.000Z,2214,10,11,5,False,False,Comedy,RU,,1
2233,l3_0andszFE,18.09.01,2018-01-08T16:00:02.000Z,11398,566,34,368,False,False,Entertainment,FR,,4
2234,PSMC68bfHdo,17.25.12,2017-12-24T08:52:39.000Z,223282,890,3231,339,False,False,Entertainment,RU,,2
2235,YrexewNTze4,18.09.06,2018-06-08T14:28:07.000Z,138360,16479,115,476,False,False,Entertainment,RU,,6
2236,8STC2BljxCY,18.04.03,2018-03-02T15:59:47.000Z,44650,25,29,69,False,False,Entertainment,KR,,1
2237,6wwD353QoEo,17.25.12,2017-12-21T15:15:06.000Z,269024,15462,4668,2289,False,False,Entertainment,DE,,11
2238,fSaX3rO7RDc,18.25.04,2018-04-24T12:37:08.000Z,200627,9593,136,2796,False,False,Gaming,JP,,10
2239,hZLKGucPnXs,18.22.03,2018-03-20T20:22:58.000Z,194337,6540,114,428,False,False,Music,FR,,4
2240,RX60wvRkfFA,18.14.01,2018-01-13T17:00:01.000Z,8738,556,21,37,False,False,People & Blogs,RU,,18
2241,ispJbw-GZsA,17.26.11,2017-11-24T21:25:51.000Z,23865,2053,18,84,False,False,Howto & Style,RU,,12
2242,wLhUI16lK5o,18.15.02,2018-02-14T16:46:16.000Z,62033,5560,53,884,False,False,Entertainment,FR,,13
2243,59GTIHBLD5E,18.23.03,2018-03-22T13:00:01.000Z,345522,13979,123,646,False,False,Film & Animation,CA,,6
2244,XhEzI-sLA2k,18.07.01,2017-12-23T09:23:03.000Z,4304,2,0,0,False,False,People & Blogs,RU,,1
2245,Ri0HBvShMAc,18.01.05,2018-04-30T13:50:18.000Z,61844,1545,46,138,False,False,People & Blogs,FR,,5
2246,ED6t-KWh7mM,18.25.03,2018-03-24T11:25:35.000Z,212188,23417,442,1107,False,False,Sports,RU,,7
2247,SFSSXmgufCA,17.31.12,2017-12-29T17:30:01.000Z,36404,1644,45,194,False,False,People & Blogs,DE,,12
2248,B-PVT_rclnM,17.22.11,2017-11-20T18:30:01.000Z,522265,25431,802,1171,False,False,Comedy,US,,3
2249,0FBCoJjL2u4,18.17.01,2018-01-16T07:30:01.000Z,15228,1296,13,110,False,False,Howto & Style,FR,,6
2250,FpjhGd3UhVM,18.18.04,2018-04-17T10:30:00.000Z,61816,4794,82,154,False,False,People & Blogs,RU,,2
2251,4tjcyI7ThoA,18.05.01,2018-01-04T14:06:05.000Z,33414,201,18,29,False,False,People & Blogs,MX,,22
2252,3sDhKteGt6w,17.01.12,2017-11-29T15:24:17.000Z,79863,4130,229,470,False,False,Entertainment,RU,,85
2253,ySCTWZrlDDA,18.27.01,2018-01-21T10:28:26.000Z,269050,225,772,743,False,False,News & Politics,KR,,0
2254,3CRAdHTOEcc,18.08.06,2018-06-06T09:00:00.000Z,56820,2041,89,193,False,False,Howto & Style,DE,,8
2255,fecd2RzqDGs,18.19.04,2018-04-18T08:00:01.000Z,6357,181,5,55,False,False,Howto & Style,JP,,7
2256,F0Mq4AYysSU,18.03.04,2018-04-01T11:50:54.000Z,136322,347,50,124,False,False,News & Politics,KR,,3
2257,c1X3-5uD8aE,18.03.04,2018-04-02T16:30:00.000Z,400422,13441,846,1150,False,False,Science & Technology,DE,,7
2258,DjoAius5n28,18.02.06,2018-06-01T18:00:00.000Z,58189,8090,132,1541,False,False,People & Blogs,MX,,7
2259,0p9bxjUTwiE,17.25.11,2017-11-24T02:00:01.000Z,1892325,184250,5675,42125,False,False,Entertainment,MX,,13
2260,1Hot18qXwSM,18.26.04,2018-04-25T20:39:10.000Z,5176,55,8,6,False,False,News & Politics,RU,,2
2261,HergjWWrB2Y,18.13.05,2018-05-12T19:25:14.000Z,44660,4983,38,440,False,False,News & Politics,MX,,11
2262,9exne8MMlxY,18.27.02,2018-02-26T22:13:37.000Z,224862,1707,143,519,False,False,Film & Animation,RU,,1
2263,KorMjL9Axwo,18.02.04,2018-04-02T02:35:53.000Z,15859,1584,12,217,False,False,People & Blogs,MX,,4
2264,WiCP4JBw-So,17.07.12,2017-12-06T16:00:05.000Z,16064,638,49,77,False,False,Entertainment,DE,,10
2265,BctGZyN3tv4,18.28.04,2018-04-27T16:21:42.000Z,28504,94,30,23,False,False,Entertainment,DE,,124
2266,xwmqxSNNChc,18.12.06,2018-06-11T21:22:12.000Z,23369,950,38,201,False,False,Gaming,FR,,2
2267,QVdm2J_PuNU,18.05.04,2018-04-04T09:00:02.000Z,10363,369,10,24,False,False,Music,JP,,1
2268,To19gdMiUrE,18.21.04,2018-04-20T18:02:16.000Z,103476,2372,61,2862,False,False,Entertainment,CA,,5
2269,8jD_OHQvnvY,17.14.12,2017-12-14T04:41:18.000Z,1525,29,0,2,False,False,Entertainment,MX,,0
2270,i3AGnCpQL7k,17.27.11,2017-11-26T23:30:01.000Z,2810,288,3,3,False,False,Howto & Style,MX,,1
2271,Hhmjp3n7N1o,18.22.04,2018-04-21T21:16:19.000Z,33855,275,18,90,False,False,News & Politics,CA,,3
2272,NVLWWg8-_HY,17.05.12,2017-12-04T13:53:19.000Z,31610,534,40,54,False,False,Entertainment,FR,,1
2273,2lP2NWCcFgM,17.27.12,2017-12-25T23:31:17.000Z,862954,52260,1164,2146,False,False,Comedy,CA,,2
2274,fdlAv68WzM0,17.31.12,2017-12-29T11:26:21.000Z,183133,1916,286,162,False,False,Entertainment,FR,,3
2275,lIxJA2PRLVY,18.14.06,2018-06-13T13:16:19.000Z,231286,5330,215,1510,False,False,Entertainment,JP,,3
2276,u2W8KOx3pz0,18.05.02,2018-02-04T00:39:51.000Z,196108,756,174,147,False,False,Entertainment,MX,,5
2277,lYJ7hBHpHP0,18.25.02,2018-02-24T17:17:15.000Z,86259,8184,103,751,False,False,Howto & Style,RU,,12
2278,7GQYhm-kLCI,18.28.01,2018-01-28T05:35:54.000Z,23933,2962,31,141,False,False,People & Blogs,RU,,2
2279,2ouuXd9ahak,18.26.04,2018-04-25T15:45:00.000Z,67641,4065,191,183,False,False,Howto & Style,MX,,6
2280,EKkzbbLYPuI,17.08.12,2017-12-01T16:01:15.000Z,4355869,184474,2412,7090,False,False,Music,US,,3
2281,bmRWJi7I6bM,18.02.05,2018-05-01T11:00:02.000Z,222956,2701,164,288,False,False,Sports,JP,,15
2282,p2FLEmkA4E8,18.12.05,2018-05-11T14:58:44.000Z,52490,3293,27,589,False,False,Comedy,RU,,15
2283,HsyjmB6DUnY,18.04.05,2018-05-03T18:00:05.000Z,8891,15,7,11,False,False,Entertainment,FR,,15
2284,39k2o2Evp4Y,18.02.01,2017-12-31T06:30:20.000Z,225553,1952,516,187,False,False,Film & Animation,RU,,9
2285,i706uJSueMU,18.20.04,2018-04-19T07:30:01.000Z,411182,13739,320,484,False,False,Entertainment,DE,,5
2286,IL9a_vKqj7w,18.16.01,2018-01-15T23:39:48.000Z,5607,275,7,32,False,False,News & Politics,MX,,3
2287,DCUD9kjYOAk,18.30.03,2018-03-16T04:00:00.000Z,1769200,86122,566,4357,False,False,Music,US,,3
2288,gyuX89dv5Ws,18.31.03,2018-03-30T17:13:16.000Z,129632,6575,1441,749,False,False,Entertainment,DE,,4
2289,7jFkSHLzUb0,18.03.06,2018-06-02T22:15:00.000Z,427778,4157,601,178,False,False,Entertainment,FR,,5
2290,HdKSxUcC0DE,18.04.05,2018-05-02T17:30:01.000Z,754673,41163,667,5257,False,False,Entertainment,MX,,6
2291,H_yWe9p6ry8,18.23.03,2018-03-22T14:30:01.000Z,2836,215,1,2,False,False,Entertainment,DE,,1
2292,SMd56_dYfTo,18.19.04,2018-04-18T16:00:03.000Z,4360,240,5,98,False,False,Pets & Animals,DE,,3
2293,X9wxN7JN8dg,18.16.02,2018-02-15T17:13:45.000Z,3825,533,3,124,False,False,Entertainment,FR,,6
2294,Uaa46Y41zWQ,18.12.05,2018-05-11T15:57:45.000Z,174995,20634,554,4293,False,False,Music,MX,,3
2295,jLvVVpdfI5Y,18.24.03,2018-03-20T09:36:06.000Z,942240,5238,954,2614,False,False,Film & Animation,KR,,7
2296,GL97RO1VuFE,18.08.05,2018-05-07T13:00:01.000Z,47337,2864,121,201,False,False,Autos & Vehicles,RU,,14
2297,e681QNbHloE,18.22.04,2018-04-20T12:18:20.000Z,486855,12513,689,1463,False,False,News & Politics,CA,,6
2298,rjMmcMJk3IM,17.24.11,2017-11-23T14:37:03.000Z,3240,154,0,46,False,False,Science & Technology,FR,,8
2299,b6SnwpIv7ws,18.15.01,2018-01-14T15:34:55.000Z,4824,380,4,28,False,False,Comedy,FR,,6
2300,UX-PDNEsD1Y,18.01.02,2018-01-29T17:42:29.000Z,43245,548,20,12,False,False,Comedy,FR,,5
2301,vRWZsnKpdjw,18.30.05,2018-05-29T19:06:42.000Z,26319,1739,52,267,False,False,Education,DE,,2
2302,tygNmNksVRk,17.12.12,2017-12-10T21:06:04.000Z,12819,944,29,102,False,False,Comedy,FR,,3
2303,9g0acseU0Hw,18.21.05,2018-05-20T03:31:40.000Z,1272471,5353,965,584,False,False,Entertainment,FR,,10
2304,yko-YmuDm7E,18.07.04,2018-04-06T03:55:03.000Z,391656,8076,199,359,False,False,Comedy,US,,7
2305,cNYwnlcjnDU,17.24.11,2017-11-22T17:19:04.000Z,135872,3069,214,292,False,False,Film & Animation,IN,,0
2306,_IKT6ZmyRYY,18.09.02,2018-02-08T12:04:54.000Z,35428,2424,96,183,False,False,People & Blogs,IN,,212
2307,ZIG7UQ91aRc,18.22.01,2018-01-20T21:04:19.000Z,968318,99883,24899,19326,False,False,Entertainment,MX,,3
2308,T-wDUlLLx_E,18.24.02,2018-02-22T23:17:26.000Z,13883,201,14,47,False,False,Sports,FR,,1
2309,Lhnoc57XhMM,18.21.03,2018-03-20T11:00:19.000Z,45848,2867,47,194,False,False,Howto & Style,RU,,23
2310,IYbJMVA6VwY,18.09.03,2018-03-08T22:12:14.000Z,22652,1875,97,485,False,False,Howto & Style,MX,,7
2311,jHUbSt7ifWA,18.26.02,2018-02-23T18:00:03.000Z,1333180,7557,540,433,False,False,Entertainment,IN,,5
2312,Rs_guC9uFzw,18.20.03,2018-03-19T18:32:52.000Z,5485,417,19,67,False,False,People & Blogs,RU,,12
2313,W70P09xlAVE,18.15.05,2018-05-14T17:00:04.000Z,22422,2093,31,207,False,False,Howto & Style,RU,,22
2314,JVMr2SSKW0w,17.31.12,2017-12-30T14:00:01.000Z,144002,4050,82,225,False,False,Comedy,DE,,2
2315,jJF1In-Ay-o,17.22.11,2017-11-21T14:14:03.000Z,67429,1454,101,70,False,False,Comedy,RU,,1
2316,_57z_gP-NXw,18.10.02,2018-02-09T16:00:03.000Z,3661,208,3,27,False,False,Entertainment,FR,,13
2317,QoD_WkQORNU,18.24.02,2018-02-23T19:07:59.000Z,10878,40,36,18,False,False,People & Blogs,RU,,2
2318,Fq35Mmpds6Q,18.19.04,2018-04-18T17:18:02.000Z,92040,295,19,17,False,False,Entertainment,CA,,1
2319,xFdACsmOEds,17.21.11,2017-11-20T19:12:35.000Z,3556,78,3,41,False,False,Sports,MX,,1
2320,Vn2HTH82oVw,18.17.01,2018-01-16T19:05:09.000Z,530024,15244,321,1488,False,False,Sports,MX,,5
2321,xb1ENpUM7BA,18.28.03,2018-03-27T10:13:46.000Z,47847,103,459,0,True,False,Education,RU,,4
2322,voKJeFVDyRs,17.10.12,2017-12-08T05:42:50.000Z,681753,16366,626,1593,False,False,Film & Animation,RU,,3
2323,BMyU9si1NAc,18.07.02,2018-02-06T11:06:23.000Z,129257,8197,238,885,False,False,Autos & Vehicles,RU,,23
2324,a3nhsbBvvxg,18.07.02,2018-02-06T14:27:22.000Z,66543,1961,66,73,False,False,Entertainment,DE,,1
2325,g-VRIh6dBVI,17.30.11,2017-11-28T20:28:44.000Z,944946,35927,869,7238,False,False,Entertainment,CA,,12
2326,VLwEBzuVDZQ,18.17.01,2018-01-16T01:00:03.000Z,121651,9318,53,929,False,False,Travel & Events,MX,,14
2327,qf5G928jqJI,18.04.05,2018-05-03T03:57:34.000Z,338310,1640,171,235,False,False,News & Politics,IN,,8
2328,CEKdjJuX5Jc,18.12.05,2018-05-11T07:59:46.000Z,130287,6538,238,870,False,False,Music,FR,,4
2329,8aDguMFwITc,18.04.03,2018-03-03T21:01:28.000Z,185021,29580,859,2675,False,False,Music,MX,,3
2330,mCoP4PjFZ8I,18.01.01,2017-12-31T20:09:51.000Z,2225988,93942,11087,23251,False,False,People & Blogs,MX,,14
2331,37XXTu_THg4,18.30.03,2018-03-28T17:19:33.000Z,182784,9517,918,1415,False,False,Entertainment,DE,,9
2332,0bbR-9a8HZ4,18.08.03,2018-03-07T04:53:53.000Z,117642,3636,182,569,False,False,Autos & Vehicles,IN,,15
