,video_id,trending_date,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,category_title,Country,duration
113294,lIKMlmP8ZkE,18.15.02,2018-02-15T07:26:05.000Z,3814,46,1,54,False,False,News & Politics,FR,
280500,Th_7a66iTRk,17.21.12,2017-12-20T20:08:35.000Z,3483,25,6,19,False,False,Music,MX,
295522,4Ya7X6XCsuE,18.01.01,2017-12-31T11:00:00.000Z,166125,10111,262,1008,False,False,People & Blogs,RU,10:07
227038,RCy2hjvK4bk,17.25.12,2017-12-23T00:00:00.000Z,57763,2629,43,321,False,False,News & Politics,KR,28:25
368371,YkfsQKs659k,18.22.01,2018-01-16T16:00:12.000Z,759718,27885,395,3080,False,False,Howto & Style,US,13:03
112690,6qJmuSCatMQ,18.09.01,2018-01-08T10:42:14.000Z,23653,0,0,0,True,True,News & Politics,FR,22:40
256167,adkZLILDnqE,18.07.01,2018-01-06T04:01:53.000Z,117622,368,20,68,False,False,Entertainment,MX,
72515,T-Wq-2EhviQ,18.22.03,2018-03-22T01:44:41.000Z,2153,327,4,17,False,False,Howto & Style,DE,14:04
83399,x_njdutX6qk,17.27.12,2017-12-26T10:00:53.000Z,132484,1689,100,92,False,False,Entertainment,FR,19:48
315988,IpYhQMKCVzM,18.13.06,2018-06-12T17:43:47.000Z,31363,2552,83,188,False,False,Sports,RU,
60494,ULgJbhmq8fs,17.18.12,2017-12-17T10:13:03.000Z,252348,2540,293,389,False,False,People & Blogs,DE,
296205,u_ZFNVGDJK8,18.15.01,2018-01-12T11:50:54.000Z,473858,7254,42822,0,True,False,People & Blogs,RU,
53480,NZgDp4ySzXg,18.14.05,2018-05-13T08:00:04.000Z,7066,652,15,134,False,False,Entertainment,DE,9:38
260789,mrIr87i853I,18.21.03,2018-03-20T09:29:56.000Z,71558,493,29,30,False,False,Entertainment,MX,
355169,NSrNn5LuxxQ,18.28.02,2018-02-20T14:59:20.000Z,232904,968,168,1812,False,False,News & Politics,US,
283292,gOkkrN3H8Nw,17.18.11,2017-11-17T04:30:00.000Z,776465,13096,373,1591,False,False,Comedy,MX,
82837,zrfKIMjZvS4,17.15.12,2017-12-13T11:00:16.000Z,100903,618,45,273,False,False,Entertainment,FR,
209137,RNeyhWyQdmg,18.01.04,2018-03-31T14:54:53.000Z,250557,5552,108,505,False,False,Entertainment,JP,
278980,7pmxIOvdjlA,18.15.03,2018-03-13T21:00:00.000Z,394083,22712,219,1638,False,False,Howto & Style,MX,10:53
267036,FTikgEqOPeA,17.07.12,2017-12-06T15:50:17.000Z,15864,1006,43,434,False,False,People & Blogs,MX,
257394,ca6z6ifqp58,18.28.01,2018-01-27T16:40:21.000Z,20635,3722,33,676,False,False,Entertainment,MX,
281646,kPRrq0uIroY,18.04.03,2018-03-03T14:13:09.000Z,10319,101,9,9,False,False,Music,MX,
323833,GYpZ7pVw3Q4,18.01.01,2017-12-31T21:00:01.000Z,25094,6420,40,429,False,False,Gaming,RU,
299274,AFE5VmzrpOY,18.15.03,2018-03-14T09:00:00.000Z,41505,3130,83,270,False,False,People & Blogs,RU,6:14
184251,smcUETnz2xY,18.14.06,2018-06-11T14:44:03.000Z,313505,917,3977,945,False,False,Entertainment,IN,2:23
169579,_QYSDjAvLmY,17.07.12,2017-12-04T06:38:15.000Z,51862,108,116,58,False,False,Entertainment,IN,
147509,7ej6uL4kjHM,18.17.01,2018-01-13T19:31:52.000Z,923989,21095,275,683,False,False,Sports,GB,2:15
253072,qlJqdyLrXhI,17.20.11,2017-11-19T09:59:17.000Z,37501,1227,53,60,False,False,Entertainment,MX,28:30
323497,RBIP5TbhMW8,18.15.05,2018-05-14T12:35:22.000Z,22674,1463,11,202,False,False,Pets & Animals,RU,4:03
82979,6bdNzj4PJBo,17.18.12,2017-12-16T11:00:01.000Z,130307,3611,332,237,False,False,Entertainment,FR,
26145,-lBIkAwNfYw,18.02.01,2017-12-31T20:30:00.000Z,55837,501,46,23,False,False,People & Blogs,CA,
225749,NVmRSd5F5iI,17.20.11,2017-11-17T10:35:59.000Z,59205,2392,57,500,False,False,News & Politics,KR,
299459,1UyuLGQVeN4,18.19.03,2018-03-18T17:09:24.000Z,21669,120,23,50,False,False,People & Blogs,RU,
102544,5lfwK_-cHwM,17.29.12,2017-12-28T20:21:50.000Z,2388,28,1,2,False,False,People & Blogs,FR,
323614,lEn0pzVlAiQ,17.17.11,2017-11-16T12:41:40.000Z,29035,2164,86,303,False,False,Gaming,RU,
193972,fYphTLCAXD8,18.20.05,2018-05-17T06:39:03.000Z,133305,439,89,32,False,False,People & Blogs,IN,
85579,uzXCS3ukeBY,18.14.02,2018-02-13T16:00:03.000Z,15300,1752,12,76,False,False,Entertainment,FR,
85807,DZ2Zt1TzqlY,18.18.02,2018-02-16T17:35:34.000Z,65162,2824,34,104,False,False,Entertainment,FR,
269591,EIMv9T3P3lc,18.05.02,2018-02-04T05:43:04.000Z,430585,2429,313,14,False,False,People & Blogs,MX,
211822,4iO9yf8H3W4,18.29.05,2018-05-28T06:07:17.000Z,28510,234,14,12,False,False,Entertainment,JP,
268601,mzOdWXsty_o,18.15.01,2018-01-14T02:33:42.000Z,63916,191,114,262,False,False,People & Blogs,MX,0:46
347787,CRSsa2o6PDQ,18.22.04,2018-04-09T17:30:00.000Z,782535,20902,1932,1764,False,False,Comedy,US,3:02
283595,F4IQnODjTrM,17.23.12,2017-12-22T18:00:00.000Z,30723,4212,44,356,False,False,Comedy,MX,
11260,AlMHt15oUlk,18.14.01,2018-01-12T11:00:00.000Z,332653,6761,524,829,False,False,Entertainment,CA,3:42
317375,EfmOsKYcZ1c,18.23.05,2018-05-22T13:00:01.000Z,49438,2679,175,201,False,False,Autos & Vehicles,RU,
189679,I7nbSzLCtEE,18.17.03,2018-03-13T05:37:29.000Z,13295746,140386,6367,6223,False,False,Music,IN,2:14
90571,egzzpCYSqdM,18.04.06,2018-06-03T15:00:03.000Z,118054,4173,490,518,False,False,Entertainment,FR,
102866,raoJMWSG3S4,18.12.01,2018-01-11T10:23:06.000Z,256305,1902,267,121,False,False,People & Blogs,FR,
91785,UIBKNhT8uS4,17.08.12,2017-12-07T17:00:02.000Z,58072,3615,37,207,False,False,Comedy,FR,
115026,8HuQONbqgxc,18.23.05,2018-05-22T10:19:27.000Z,44932,93,24,190,False,False,News & Politics,FR,
316252,bvTwZwlC5DE,17.09.12,2017-12-08T16:52:14.000Z,79998,4001,141,408,False,False,Autos & Vehicles,RU,16:48
82026,ZDCf1aDjskM,17.28.11,2017-11-27T15:11:28.000Z,2977,31,12,13,False,False,Entertainment,FR,
2537,zNqUptqx3bY,18.07.04,2018-04-05T03:17:14.000Z,329399,30434,410,2849,False,False,Music,CA,2:36
210648,F1ZZi88J1_Q,18.09.05,2018-05-08T13:34:32.000Z,5805,22,5,0,False,False,Entertainment,JP,0:52
92103,quUJ_YB6e5o,17.19.12,2017-12-17T16:00:04.000Z,54829,3848,187,96,False,False,Comedy,FR,
277383,WUIVD_EXlno,18.14.06,2018-06-13T06:02:54.000Z,688776,7033,955,1704,False,False,News & Politics,MX,3:51:34
307754,6zjjjUA6lpg,18.05.05,2018-05-04T17:53:19.000Z,13852,919,23,336,False,False,Entertainment,RU,
224237,7dzqQTwC6EQ,18.01.05,2018-04-28T12:01:18.000Z,70011,1237,15,221,False,False,People & Blogs,KR,17:37
12807,NptQ6b6ayFo,18.07.02,2018-02-06T13:36:13.000Z,31908,9,5,1,False,False,Entertainment,CA,
279336,Sul8NTWM87k,18.20.04,2018-04-19T20:37:50.000Z,17461,699,23,166,False,False,Howto & Style,MX,
299629,J0CbgW0XG9Q,18.23.03,2018-03-21T16:11:34.000Z,77383,839,87,360,False,False,People & Blogs,RU,
300866,h1WG7poNnr8,18.21.04,2018-04-20T12:50:28.000Z,24713,690,41,173,False,False,People & Blogs,RU,0:53
324123,fRRjXBjvcAI,18.25.02,2018-02-24T20:26:12.000Z,25105,4061,127,786,False,False,Gaming,RU,
227464,dah7kHtY79A,18.06.01,2018-01-02T16:27:43.000Z,52421,256,13,141,False,False,News & Politics,KR,3:32
205783,Mls81lQ3YSQ,18.07.03,2018-03-06T07:30:00.000Z,3726,0,0,66,False,True,Pets & Animals,JP,10:14
63261,F_YcUjpsmTQ,18.24.03,2018-03-23T19:36:08.000Z,15302,76,9,6,False,False,People & Blogs,DE,
203017,x_ihPn9QZkU,18.17.04,2018-04-15T14:49:08.000Z,206380,347,116,151,False,False,People & Blogs,JP,
284302,XEQhuCiUYic,18.11.03,2018-03-09T16:25:37.000Z,30278,982,198,200,False,False,Comedy,MX,
289108,_ZJSmSPYXA0,18.12.01,2018-01-11T11:00:03.000Z,16140,940,17,63,False,False,Autos & Vehicles,MX,37:43
223534,xLLGMocAGxQ,18.05.04,2018-04-04T10:17:46.000Z,80036,844,106,107,False,False,People & Blogs,KR,
52648,8PgeTTVOLJo,18.03.05,2018-05-02T07:00:00.000Z,80600,738,64,417,False,False,Entertainment,DE,
109332,UGLT67byYGM,18.24.03,2018-03-23T17:00:07.000Z,3425,394,5,15,False,False,Howto & Style,FR,3:00
90619,XBpqQyLLDiM,18.04.06,2018-06-03T19:13:22.000Z,149709,9161,152,919,False,False,Entertainment,FR,
112796,omaEua3sXmg,18.16.01,2018-01-14T18:18:53.000Z,47138,96,38,17,False,False,News & Politics,FR,
177650,ef8siDxfjWo,18.21.03,2018-03-19T09:31:09.000Z,209074,783,85,39,False,False,Entertainment,IN,3:22
279700,4g1QmHt_Bko,18.26.05,2018-05-25T18:30:00.000Z,1610640,22078,1673,1182,False,False,Howto & Style,MX,15:07
94277,cHGW1DIg_Zw,18.15.04,2018-04-13T08:00:02.000Z,213939,7514,214,751,False,False,Comedy,FR,
306885,HtQlCusgW3k,18.31.03,2018-03-30T20:25:44.000Z,10961,537,12,101,False,False,Entertainment,RU,
269453,fltCez6-wtI,18.02.02,2018-02-02T00:39:02.000Z,195105,821,129,211,False,False,People & Blogs,MX,
307743,OzzhySvlJnY,18.05.05,2018-05-04T15:00:01.000Z,65751,453,107,131,False,False,Entertainment,RU,
48691,Fbl3E_XCQfA,18.03.03,2018-03-01T23:09:03.000Z,2500555,96283,13412,16293,False,False,Entertainment,DE,13:01
92097,lBSWqTlSdyQ,17.19.12,2017-12-18T02:01:30.000Z,106619,2312,318,627,False,False,Comedy,FR,
204688,JeQoTVdOkso,18.18.02,2018-02-16T12:00:01.000Z,1081765,28349,2370,7243,False,False,Comedy,JP,
107022,i42BGL89Gfo,18.14.06,2018-06-13T20:00:01.000Z,144536,978,88,705,False,False,People & Blogs,FR,
301943,E0a2ysKFTA8,18.13.05,2018-05-06T11:54:16.000Z,34095,190,31,10,False,False,People & Blogs,RU,
294245,QFMTn0ndUQY,17.10.12,2017-12-01T04:06:02.000Z,56808,466,60,24,False,False,People & Blogs,RU,0:46
68527,g7ymWawG5A8,18.06.05,2018-05-05T11:00:03.000Z,93289,10297,375,1329,False,False,Autos & Vehicles,DE,
83387,I0IQ51N-LvQ,17.26.12,2017-12-25T15:57:37.000Z,57489,373,44,27,False,False,Entertainment,FR,23:05
86555,bxxt4tBeMic,18.06.03,2018-03-04T00:34:39.000Z,131349,0,0,0,True,True,Entertainment,FR,10:05
87667,uF3US-NagOI,18.30.03,2018-03-29T17:10:12.000Z,360294,1435,52,284,False,False,Entertainment,FR,
293391,QRc-d-iWNLI,17.23.11,2017-11-22T15:14:16.000Z,10778,121,19,22,False,False,People & Blogs,RU,
231455,d_oSaB_WeiQ,18.04.05,2018-05-03T05:24:07.000Z,43892,471,32,107,False,False,News & Politics,KR,
7135,5Y1bFg9rUac,18.23.05,2018-05-21T17:00:00.000Z,238896,6832,65,337,False,False,Comedy,CA,
87373,7eRCxZ5obJY,18.23.03,2018-03-21T23:42:00.000Z,88076,308,87,94,False,False,Entertainment,FR,
103364,oj9ashz8gv0,18.31.01,2018-01-29T12:16:15.000Z,23946,150,33,30,False,False,People & Blogs,FR,
74399,VGqfxd3DgKA,18.07.02,2018-02-06T11:57:32.000Z,65639,1810,33,0,True,False,News & Politics,DE,3:01
112680,BqyUne1vSSs,18.08.01,2018-01-05T16:30:00.000Z,176414,18159,252,756,False,False,News & Politics,FR,
218179,UEXUuLA9NLM,18.27.05,2018-05-26T02:35:20.000Z,26008,276,31,194,False,False,Gaming,JP,6:43
307099,ai47xUdX3HA,18.14.04,2018-04-12T16:10:13.000Z,379303,22575,899,2424,False,False,Entertainment,RU,13:31
297182,o6t9TXAzWN8,18.01.02,2018-01-31T07:38:40.000Z,12877,85,24,17,False,False,People & Blogs,RU,0:46
368269,fsQD85uD8nM,18.18.01,2018-01-13T18:16:05.000Z,47313,2582,39,325,False,False,Howto & Style,US,6:38
311669,OfRIwR6ya6U,18.18.02,2018-02-16T22:58:21.000Z,73561,804,2371,660,False,False,Comedy,RU,
203000,eHl6DTDJpyQ,18.17.04,2018-04-16T16:00:58.000Z,92426,142,28,96,False,False,People & Blogs,JP,
163379,JssL-0rBJ2c,17.13.12,2017-12-11T12:56:39.000Z,47445,242,54,40,False,False,News & Politics,IN,
200506,yjlm2rkaPWw,18.10.06,2018-06-09T00:12:59.000Z,896318,1407,717,1962,False,False,Film & Animation,JP,
278551,EXzQIRVoYR8,18.07.02,2018-02-06T20:00:00.000Z,543578,20080,570,2172,False,False,Howto & Style,MX,10:14
65737,wKKYV1olmpM,17.04.12,2017-12-02T17:00:08.000Z,16102,175,13,34,False,False,Film & Animation,DE,
13574,mNO5UR9G6lQ,18.20.02,2018-02-19T10:56:10.000Z,373448,2303,233,476,False,False,Entertainment,CA,
324817,F4ailho9HOw,17.25.11,2017-11-24T08:40:23.000Z,14203,143,11,24,False,False,Film & Animation,RU,
208545,jbdlvWBAt9o,18.19.03,2018-03-18T08:17:06.000Z,28723,147,13,8,False,False,Entertainment,JP,
63564,EssgP_PpZuk,18.03.04,2018-04-02T15:08:19.000Z,5419,0,0,0,True,True,People & Blogs,DE,49:06
332238,vkHGedqmIPc,17.28.11,2017-11-21T20:25:18.000Z,258814,14865,281,1095,False,False,People & Blogs,US,
63247,RN1fKFEjvwA,18.23.03,2018-03-22T09:00:01.000Z,6815,508,8,59,False,False,People & Blogs,DE,9:51
196248,ks0aUIiIvI8,18.25.01,2018-01-22T07:30:00.000Z,268519,1348,202,104,False,False,Howto & Style,IN,2:33
328314,h8JyAKCF2kM,17.31.12,2017-12-30T14:09:55.000Z,27452,2926,23,571,False,False,Howto & Style,RU,
161243,8otf8RucCAs,18.09.01,2018-01-05T11:30:15.000Z,544314,9475,287,319,False,False,Film & Animation,IN,1:26
286785,ORIuHwNU0H8,18.10.02,2018-02-10T02:51:40.000Z,99068,376,60,129,False,False,Sports,MX,
99264,t_aIZgYwz38,18.05.03,2018-03-04T21:38:41.000Z,8337,11,5,6,False,False,Sports,FR,
30725,vnNTYwcFqGI,18.30.04,2018-04-27T20:05:56.000Z,291226,16268,235,1146,False,False,Howto & Style,CA,12:00
316175,6kN8qswxWAg,17.01.12,2017-11-30T08:58:05.000Z,111973,3955,1043,416,False,False,Autos & Vehicles,RU,21:59
306734,IMttmE6L9MM,18.24.03,2018-03-22T17:20:25.000Z,775725,48641,4732,2367,False,False,Entertainment,RU,
102756,uj2ieUZRvtg,18.05.01,2018-01-04T14:02:47.000Z,3619,371,10,36,False,False,People & Blogs,FR,9:31
290607,tuOs9qkr-3k,17.21.11,2017-11-21T00:49:59.000Z,5659,101,11,2,False,False,Education,MX,
268182,lZZVOIwmDJI,18.03.01,2018-01-02T23:35:00.000Z,7713,42,25,30,False,False,People & Blogs,MX,
209952,SEpNsXeuYjM,18.25.04,2018-04-24T09:00:02.000Z,94148,86,299,21,False,False,Entertainment,JP,
342227,PbRmbhdHDDM,18.18.04,2018-04-11T16:00:06.000Z,2315502,97325,436,5342,False,False,Entertainment,US,
281471,LMKJvxTTBa4,18.23.02,2018-02-23T02:56:52.000Z,8033,945,6,108,False,False,Music,MX,3:57
212734,EC5P4MRvpqo,18.12.06,2018-06-10T11:00:01.000Z,532305,6877,971,1454,False,False,Entertainment,JP,11:02
164619,cRzu_s6oNYM,18.27.01,2018-01-26T14:31:39.000Z,70059,468,64,35,False,False,News & Politics,IN,
270703,zRaHcUMsAVg,18.02.03,2018-03-02T01:01:43.000Z,5819,15,1,0,False,False,People & Blogs,MX,
75876,qjhDHFpxHao,18.26.05,2018-05-25T13:30:01.000Z,56035,3242,62,0,True,False,News & Politics,DE,3:14
210874,KaatLzZcB50,18.14.05,2018-05-13T11:58:01.000Z,12049,367,13,8,False,False,Entertainment,JP,
81744,G-B4DqnPYaU,17.22.11,2017-11-20T20:23:38.000Z,4215,50,0,4,False,False,Entertainment,FR,
242858,Eomh5YAXABU,18.14.03,2018-03-11T10:55:44.000Z,116217,163,116,95,False,False,Entertainment,KR,
179083,GnjNCNnIWSM,18.07.04,2018-04-05T11:23:40.000Z,228461,870,142,74,False,False,Entertainment,IN,
45438,sC_qXF5UOtg,18.17.01,2018-01-16T18:00:08.000Z,395023,13881,176,2073,False,False,Entertainment,DE,8:06
77748,qU8K12b4w3s,18.21.04,2018-04-20T14:19:42.000Z,12589,202,10,12,False,False,Music,DE,
323047,6lphcg_5rCE,17.08.12,2017-12-07T15:00:00.000Z,24298,2341,11,386,False,False,Pets & Animals,RU,6:49
636,XDMGmtpvBjs,17.19.12,2017-12-15T15:00:02.000Z,1004734,36777,1133,4129,False,False,Music,CA,
223010,L1CndwvKE8w,18.21.03,2018-03-20T01:19:14.000Z,41254,737,197,318,False,False,People & Blogs,KR,
90776,pCBOU77-iwI,18.07.06,2018-06-06T15:45:00.000Z,249470,1228,249,276,False,False,Entertainment,FR,0:19
83453,Ya9dq-p-J10,17.27.12,2017-12-26T18:42:34.000Z,2394,21,1,1,False,False,Entertainment,FR,
171456,rc4i_eVYLcw,17.30.12,2017-12-27T13:43:30.000Z,126060,1397,55,48,False,False,Entertainment,IN,3:06
13248,4gOoNKmatUA,18.15.02,2018-02-14T18:30:08.000Z,102921,1468,54,285,False,False,Entertainment,CA,1:12
191990,YAponR3fkCM,17.10.12,2017-12-08T17:06:40.000Z,127457,615,185,201,False,False,People & Blogs,IN,
312199,rcJejXm36BE,18.25.03,2018-03-24T17:41:34.000Z,37598,3102,59,325,False,False,Comedy,RU,
271295,14gk0KpxBlk,18.15.03,2018-03-15T02:34:29.000Z,9105,549,9,114,False,False,People & Blogs,MX,
99492,Ub-fhG9mhKc,18.16.03,2018-03-15T17:00:04.000Z,3415,357,3,26,False,False,Sports,FR,5:27
270256,6Zg-NAIDaXE,18.19.02,2018-02-19T04:14:12.000Z,1320,14,1,2,False,False,People & Blogs,MX,
209570,rfHWgw1DWjI,18.17.04,2018-04-16T16:29:15.000Z,10803,382,8,79,False,False,Entertainment,JP,
15497,rrsDASImDVI,18.21.03,2018-03-20T15:34:48.000Z,82878,740,22,337,False,False,Entertainment,CA,4:59
109109,UcBlU7-o7_o,18.05.03,2018-03-03T23:00:00.000Z,15515,477,128,156,False,False,Howto & Style,FR,29:43
104272,ECaZ4EKwzM0,18.04.03,2018-03-03T10:00:01.000Z,136850,1686,190,75,False,False,People & Blogs,FR,
41807,Z6IlFeWyHng,17.29.11,2017-11-27T19:33:28.000Z,14060,0,0,0,True,True,Entertainment,DE,
281232,2M9m8cw9Bsk,18.08.02,2018-02-07T19:10:48.000Z,277489,58263,712,4206,False,False,Music,MX,7:15
356289,j9n7Boia0po,17.26.12,2016-05-21T23:30:46.000Z,10655,17,0,6,False,False,Sports,US,2:19
9944,lLZahArmMls,17.22.12,2017-12-20T21:30:04.000Z,209587,6342,327,1853,False,False,Entertainment,CA,3:43
188298,X7Rrqtsp0jI,17.30.12,2017-12-28T10:48:22.000Z,48498,681,57,47,False,False,Music,IN,
45053,iM6SOCWtMLU,18.12.01,2018-01-11T18:00:05.000Z,2791,225,1,39,False,False,Entertainment,DE,22:43
328064,hBqPXR9G5Ts,17.04.12,2017-12-03T10:48:21.000Z,5942,60,5,5,False,False,Howto & Style,RU,
218336,bMrlQR5U234,18.05.03,2018-03-05T04:18:05.000Z,1838,86,4,13,False,False,Education,JP,4:08
164512,31cKKgoYb84,18.23.01,2018-01-21T13:26:51.000Z,75197,221,78,150,False,False,News & Politics,IN,
305233,WCpJ2UhuaVE,18.27.01,2018-01-26T12:54:40.000Z,399947,58483,794,7629,False,False,Entertainment,RU,6:41
111749,tOyTfX8-p_I,17.21.11,2017-11-19T19:23:28.000Z,13654,76,16,35,False,False,News & Politics,FR,
119767,Xob79gGZcyA,18.17.03,2018-03-14T19:00:02.000Z,226634,18312,435,1188,False,False,Music,FR,
24137,6-E1D8smzMM,18.30.04,2018-04-29T16:44:35.000Z,49844,237,46,357,False,False,News & Politics,CA,
206468,cLbEIK_GhjU,18.01.06,2018-05-31T08:30:01.000Z,16738,980,12,116,False,False,Pets & Animals,JP,15:25
180696,HJEXMjEnMyg,18.01.05,2018-04-29T14:00:04.000Z,321669,18767,495,1542,False,False,Entertainment,IN,0:19
234134,h_ZUGtY20Xc,17.19.11,2017-11-15T14:09:09.000Z,356606,840,261,334,False,False,Comedy,KR,
329136,yfJNFHxDHXU,18.26.03,2018-03-25T05:00:05.000Z,1291499,41735,1597,5434,False,False,Howto & Style,RU,10:22
264761,RKjFiT0g4xo,18.24.05,2018-05-19T12:15:51.000Z,627748,2505,832,201,False,False,Entertainment,MX,
209304,sPuLAZdSMiQ,18.05.04,2018-04-04T16:49:11.000Z,5059,101,38,18,False,False,Entertainment,JP,
270846,AivmpNc9SOc,18.05.03,2018-03-05T02:57:54.000Z,8841,516,24,106,False,False,People & Blogs,MX,
253580,dt3fx8wgUAc,17.29.11,2017-11-28T21:32:35.000Z,44296,2653,62,516,False,False,Entertainment,MX,4:22
44357,AGWYuO0qCMY,18.01.01,2017-12-29T17:00:00.000Z,336473,23721,916,1478,False,False,Entertainment,DE,5:46
211757,m-WHx3hOSJU,18.28.05,2018-05-27T16:55:00.000Z,215323,804,93,697,False,False,Entertainment,JP,1:38:28
309453,r8Dz1GRvY6w,18.08.01,2018-01-07T19:04:49.000Z,35592,4097,167,348,False,False,Science & Technology,RU,
163510,qUWoifAlYHs,17.17.12,2017-12-15T09:04:18.000Z,269510,363,95,88,False,False,News & Politics,IN,
216951,H3h5BjUpUvo,18.08.05,2018-05-07T12:59:26.000Z,1199448,80691,2430,12697,False,False,Music,JP,0:44
246370,bwzi8fpTrs0,18.05.06,2018-06-03T12:30:00.000Z,66892,78,118,16,False,False,Entertainment,KR,
87892,VT-xbzngw0w,18.04.04,2018-04-03T08:21:42.000Z,228982,2023,158,311,False,False,Entertainment,FR,47:34
186292,vl_HAZfqtF0,18.27.03,2018-03-25T15:21:20.000Z,98027,6677,136,620,False,False,Comedy,IN,
83338,gn4BHh_I5Tg,17.25.12,2017-12-24T00:15:58.000Z,330086,1269,299,805,False,False,Entertainment,FR,
26136,fjSKDTLPmE8,18.02.01,2017-12-30T16:00:40.000Z,1323115,38644,602,2203,False,False,People & Blogs,CA,
294447,3jD1g7WmJ5g,17.14.12,2017-12-13T09:55:12.000Z,35124,3032,52,92,False,False,People & Blogs,RU,6:18
264171,tAWk1RU7ETU,18.16.05,2018-05-16T01:37:40.000Z,27767,360,15,25,False,False,Entertainment,MX,
230975,CxMIg2l4SCw,18.22.04,2018-04-19T23:00:03.000Z,100012,5811,114,695,False,False,News & Politics,KR,
115512,k4HhTFhOz3g,17.25.11,2017-11-24T15:46:15.000Z,15298,2170,2,144,False,False,Film & Animation,FR,
170139,nUpg2jdxieM,17.14.12,2017-12-11T13:41:47.000Z,108141,96,90,9,False,False,Entertainment,IN,6:41
289902,6sDmK_RZ9NU,18.22.02,2018-02-21T20:56:38.000Z,12297,356,7,0,True,False,Film & Animation,MX,1:21
298171,RoA9DJDyzGU,18.21.02,2018-02-20T13:04:50.000Z,73208,157,40,14,False,False,People & Blogs,RU,
220181,nKHbIi2-Ric,17.30.12,2017-12-29T16:57:26.000Z,28109,2649,2,89,False,False,People & Blogs,KR,7:05
298475,9snaEvHV6ls,18.27.02,2018-02-26T09:32:28.000Z,271708,13683,2674,3059,False,False,People & Blogs,RU,23:46
305619,tkURfEoUvic,18.10.02,2018-02-10T00:26:33.000Z,8305,836,46,113,False,False,Entertainment,RU,
255999,fmCE-oeplEY,18.04.01,2018-01-03T06:54:22.000Z,31671,65,38,56,False,False,Entertainment,MX,
104586,h3CxyxlB-1g,18.15.03,2018-03-13T22:39:19.000Z,8227,13,4,2,False,False,People & Blogs,FR,
161782,kjaHhduqS5o,18.23.03,2018-03-21T17:25:17.000Z,1048201,12967,3028,1179,False,False,Film & Animation,IN,
112701,l0K0MlU81jg,18.09.01,2018-01-08T19:08:44.000Z,3685,15,2,5,False,False,News & Politics,FR,
121828,Zca8k3P5DB4,18.11.03,2018-03-10T17:36:18.000Z,11311,1640,8,153,False,False,Pets & Animals,FR,9:34
32799,IiM2p6-lMpE,18.27.04,2018-04-26T16:00:01.000Z,31147,43,10,78,False,False,Film & Animation,CA,
297734,1qzQOVOtboY,18.12.02,2018-02-12T02:36:04.000Z,3227,399,5,17,False,False,People & Blogs,RU,2:43
302919,ZG-tjBjXG9E,18.07.06,2018-06-05T13:38:32.000Z,159680,672,116,48,False,False,People & Blogs,RU,3:10
28548,URR2Qi5vUC4,18.02.05,2018-04-30T20:15:10.000Z,442403,12365,449,574,False,False,People & Blogs,CA,
209761,YGa-GsU0yH0,18.21.04,2018-04-20T09:00:02.000Z,133782,479,181,51,False,False,Entertainment,JP,
58541,qdLM9KfvUB0,18.10.06,2018-06-09T17:30:00.000Z,680524,29921,2157,3328,False,False,Comedy,DE,
242270,4XGTY4Suxkg,18.01.03,2018-02-27T12:48:09.000Z,45721,1367,27,373,False,False,Entertainment,KR,
299484,E4Ejj_BxCA0,18.20.03,2018-03-18T17:09:26.000Z,276289,28891,325,1119,False,False,People & Blogs,RU,
268096,6Q8NTmmWlPk,18.02.01,2018-01-01T16:00:01.000Z,215115,12932,453,1046,False,False,People & Blogs,MX,
279882,so0ccfs-psI,17.14.11,2017-11-12T10:29:59.000Z,836006,24460,180,594,False,False,Music,MX,
58946,_3r0HrCzL34,18.02.02,2018-02-01T18:00:04.000Z,3276,175,7,34,False,False,Education,DE,15:17
106116,mqialhDG27Q,18.11.05,2018-05-09T14:06:01.000Z,78208,3721,60,344,False,False,People & Blogs,FR,2:43
163560,IxL-7HVJE8A,17.19.12,2017-12-16T11:00:32.000Z,79335,320,49,108,False,False,News & Politics,IN,0:54
100855,6o94Vq7lu3A,18.27.05,2018-05-26T22:54:17.000Z,133780,1153,110,373,False,False,Sports,FR,
194140,sf_3g1a0R6M,18.09.06,2018-06-08T13:03:44.000Z,40536,2315,50,418,False,False,People & Blogs,IN,28:06
228070,3AuvERBDGyw,18.25.01,2018-01-24T03:31:46.000Z,21878,2345,16,144,False,False,News & Politics,KR,
318644,OHIQ7_JdoiA,18.04.01,2018-01-03T15:39:44.000Z,18623,125,34,65,False,False,News & Politics,RU,
254202,xPQ3q_ZStKg,17.09.12,2017-12-08T13:00:08.000Z,24897,470,3,94,False,False,Entertainment,MX,
267657,J5LSzaSDZ-I,17.23.12,2017-12-23T03:36:12.000Z,10465,108,4,21,False,False,People & Blogs,MX,
88717,NU4GcaRvhpc,18.29.04,2018-04-28T21:21:53.000Z,113316,717,92,193,False,False,Entertainment,FR,
238984,8l_5Bw1LmBA,17.08.12,2017-12-06T17:25:15.000Z,91419,577,38,87,False,False,Entertainment,KR,
256519,CfJX41-0tmc,18.14.01,2018-01-12T23:25:54.000Z,425564,38942,827,2422,False,False,Entertainment,MX,9:04
76332,jA2gEXMqn58,17.10.12,2017-12-08T10:02:06.000Z,26336,469,10,37,False,False,Music,DE,1:41
