,video_id,trending_date,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,category_title,Country
331561,HnS0Ax1agpk,18.28.05,2018-05-27T01:59:55.000Z,39937,1137,106,112,False,False,Music,RU
156695,7Fpbkpsx3cM,18.25.01,2018-01-16T20:33:44.000Z,37603,1848,22,6,False,False,Film & Animation,GB
319939,LEG5YG2Jb6M,18.24.02,2018-02-23T11:53:34.000Z,131055,665,480,216,False,False,News & Politics,RU
167868,RZ54XSb_4oU,17.17.11,2017-11-15T16:00:03.000Z,173003,912,154,56,False,False,Entertainment,IN
24473,jNTyQPUoFHs,18.17.05,2018-05-16T11:00:09.000Z,241266,6023,574,948,False,False,News & Politics,CA
8300,NA3eTJ5ko1k,17.26.11,2017-11-24T18:09:10.000Z,45724,35,11,31,False,False,Entertainment,CA
23141,KMAMCY-vEZQ,18.03.03,2018-03-03T02:17:59.000Z,34221,0,0,762,False,True,News & Politics,CA
269426,4u87SBVm7Lo,18.01.02,2018-01-30T01:48:54.000Z,85805,217,29,20,False,False,People & Blogs,MX
202787,wY9DeWYL0mI,18.06.04,2018-04-05T20:45:54.000Z,12253,0,0,17,False,True,People & Blogs,JP
203360,zQ-73e4kjjE,18.27.04,2018-04-22T17:25:42.000Z,12453,43,15,3,False,False,People & Blogs,JP
104702,KqdutCssqrI,18.18.03,2018-03-16T23:17:22.000Z,194652,1120,752,497,False,False,People & Blogs,FR
169408,5lbLSfEdBeI,17.05.12,2017-11-28T07:08:59.000Z,5334775,34279,2044,1175,False,False,Entertainment,IN
78584,5cGW9ZuvmhY,17.22.11,2017-11-20T11:00:00.000Z,125017,5640,87,480,False,False,Gaming,DE
59523,wZRqe9wQCVk,17.15.11,2017-11-14T11:12:19.000Z,3467,96,5,3,False,False,People & Blogs,DE
59495,5eFVNA4aUFc,17.15.11,2017-11-14T15:33:55.000Z,4486,8,2,0,False,False,People & Blogs,DE
307051,KbKjx-g42Eo,18.06.04,2018-04-05T11:02:28.000Z,76091,6911,86,389,False,False,Entertainment,RU
73887,lIGn7Ii0cCU,18.05.01,2018-01-03T23:44:44.000Z,142234,1386,181,476,False,False,News & Politics,DE
275816,RPjJgYR5nmo,18.20.03,2018-03-20T00:01:04.000Z,5612,223,5,47,False,False,News & Politics,MX
272636,bu3UPssu6GY,18.22.04,2018-04-21T22:31:03.000Z,24714,140,5,12,False,False,People & Blogs,MX
11086,xNki0ZQ1P04,18.09.01,2018-01-08T22:05:51.000Z,20868,472,5,556,False,False,Entertainment,CA
70516,l-Cll13cNGU,18.05.04,2018-04-04T19:37:50.000Z,474263,4865,360,247,False,False,Sports,DE
95542,rmggvynjOfw,17.17.11,2017-11-15T14:00:05.000Z,87128,6860,119,281,False,False,Gaming,FR
303756,gvxAFApFDio,17.04.12,2017-12-02T15:00:04.000Z,164325,3572,262,286,False,False,Entertainment,RU
111186,vuI2CG1LpZY,18.27.01,2018-01-26T02:38:41.000Z,49308,141,17,2,False,False,Autos & Vehicles,FR
322631,WFK3QJgTHNo,18.30.05,2018-05-29T14:05:41.000Z,28865,0,0,1766,False,True,News & Politics,RU
107088,ylmKiAqGL9o,17.29.11,2017-11-27T16:03:11.000Z,40897,2605,35,169,False,False,Education,FR
113116,xTv1TvQONBI,18.04.02,2018-02-03T16:35:20.000Z,44520,943,27,93,False,False,News & Politics,FR
284722,3CG77Qn5q2s,18.08.05,2018-05-07T18:00:03.000Z,2946933,229420,6009,25287,False,False,Comedy,MX
323603,5EI57pXtBMY,17.14.11,2017-11-13T14:21:56.000Z,75839,6602,51,187,False,False,Gaming,RU
66954,DiL0qO_W8-k,18.19.03,2018-03-18T21:18:08.000Z,21603,119,6,11,False,False,Film & Animation,DE
319316,08wMCkrlq1M,18.01.02,2018-01-31T05:42:44.000Z,11241,143,101,185,False,False,News & Politics,RU
280790,eDfT08y9ccg,18.08.01,2018-01-07T16:32:30.000Z,7017,281,19,64,False,False,Music,MX
205259,aMy41oQ640s,18.04.06,2018-06-03T10:30:07.000Z,69994,2778,218,525,False,False,Comedy,JP
29281,eYA9mC6QrHc,17.21.11,2017-11-20T00:40:46.000Z,32819,666,1039,1764,False,False,Howto & Style,CA
69276,sqpIyLn1QCg,18.03.01,2018-01-02T22:55:06.000Z,636800,9933,980,297,False,False,Sports,DE
308676,rjDlG6QhNyE,18.01.06,2018-05-31T11:04:17.000Z,283928,14377,1524,1632,False,False,Entertainment,RU
275651,kd4r140Xds0,18.06.03,2018-03-05T21:39:35.000Z,85912,9091,98,804,False,False,News & Politics,MX
106763,xyQmC8jF1UE,18.05.06,2018-06-04T12:05:13.000Z,193102,2367,112,303,False,False,People & Blogs,FR
5245,SQa_LqpB7NI,18.01.02,2018-01-30T05:26:42.000Z,70064,315,67,53,False,False,Comedy,CA
191719,daSu5agYchQ,17.20.11,2017-11-15T16:09:44.000Z,736165,4648,502,348,False,False,People & Blogs,IN
111468,EgSF_yDKONc,18.14.04,2018-04-13T22:28:54.000Z,2300,316,1,66,False,False,Autos & Vehicles,FR
219276,79pS4C7Yc8s,17.05.12,2017-12-03T00:48:11.000Z,55969,1262,5,59,False,False,People & Blogs,KR
294161,9k2Nb4UXKQE,17.08.12,2017-12-07T16:30:28.000Z,35205,1785,20,198,False,False,People & Blogs,RU
195437,IRmGT3jda-4,18.25.02,2018-02-22T03:53:25.000Z,238552,8878,457,914,False,False,Education,IN
366774,dAHolupCEkc,18.25.04,2018-04-08T14:00:02.000Z,1505292,22299,1279,3254,False,False,Education,US
92067,i7HFUrDT6U0,17.18.12,2017-12-17T16:48:13.000Z,54504,5874,144,323,False,False,Comedy,FR
61021,qP_YjXaGYGM,18.02.01,2018-01-01T13:21:33.000Z,6972,176,14,128,False,False,People & Blogs,DE
78723,5Y2G6JFO3iU,17.09.12,2017-12-08T23:31:17.000Z,598594,6347,236,24,False,False,Gaming,DE
130059,f_lDdj755PA,18.30.03,2018-03-15T12:51:13.000Z,2175530,23377,2411,21346,False,False,Entertainment,GB
103321,BnzvKdR-jes,18.29.01,2018-01-28T15:41:02.000Z,4301,21,7,2,False,False,People & Blogs,FR
323029,uV8sJNyx38A,17.01.12,2017-11-30T14:45:24.000Z,8049,705,4,96,False,False,Pets & Animals,RU
104593,Z8KhOwV4eKI,18.15.03,2018-03-14T16:43:57.000Z,4027,410,4,39,False,False,People & Blogs,FR
313925,lg3vbqJfVXA,18.26.04,2018-04-25T16:18:51.000Z,8763,1093,10,117,False,False,Education,RU
173890,RKc0VggPWSs,18.30.01,2018-01-25T15:49:20.000Z,204712,2973,3772,22,False,False,Entertainment,IN
193298,sWMdpR5Jcow,18.11.03,2018-03-07T17:57:38.000Z,163078,475,254,72,False,False,People & Blogs,IN
270054,6lQ__FxTqLo,18.15.02,2018-02-14T23:41:52.000Z,79348,310,19,39,False,False,People & Blogs,MX
28721,WVyvjF7Lr3s,18.12.05,2018-05-02T20:31:23.000Z,1133337,28524,211,1308,False,False,People & Blogs,CA
219690,7ATM0FSNKrw,17.17.12,2017-12-13T16:12:23.000Z,175518,4108,1189,1119,False,False,People & Blogs,KR
54808,esB7_KGHda4,18.30.05,2018-05-29T14:30:24.000Z,39546,2181,43,331,False,False,Entertainment,DE
204390,pim_IjxwRKk,18.02.06,2018-06-01T10:30:02.000Z,119624,3415,845,534,False,False,People & Blogs,JP
291448,BPFKdTU4GQk,18.17.03,2018-03-16T23:40:24.000Z,3248,330,2,192,False,False,Science & Technology,MX
229058,7xn-09lLVG0,18.24.02,2018-02-20T03:12:14.000Z,208451,681,85,299,False,False,News & Politics,KR
297812,I4I1-NdotA4,18.13.02,2018-02-12T10:00:01.000Z,7441,0,0,77,False,True,People & Blogs,RU
250089,sGriqjkAscQ,18.06.05,2018-04-26T03:00:02.000Z,19487,117,53,0,True,False,Science & Technology,KR
202999,K2D-b5eJMac,18.17.04,2018-04-16T02:54:32.000Z,9491,14,7,3,False,False,People & Blogs,JP
302299,A032ouchvKY,18.22.05,2018-05-21T15:28:36.000Z,29091,124,29,49,False,False,People & Blogs,RU
254880,Sv9dHb0DC5U,17.19.12,2017-12-18T12:36:16.000Z,8064,61,12,7,False,False,Entertainment,MX
110711,G61TOryL1SQ,18.31.03,2018-03-29T15:00:03.000Z,292535,13823,1921,1070,False,False,Science & Technology,FR
296503,UXdUmZ7BhaY,18.20.01,2018-01-19T16:35:14.000Z,24817,2063,44,187,False,False,People & Blogs,RU
303878,zJduOTRV1Bw,17.08.12,2017-12-07T12:21:07.000Z,88721,2212,130,106,False,False,Entertainment,RU
314264,IwaefS8c0rg,17.10.12,2017-12-09T16:56:43.000Z,84655,572,441,743,False,False,Sports,RU
182543,NmNrwIOrZ-g,18.24.05,2018-05-22T12:50:06.000Z,144963,1106,111,213,False,False,Entertainment,IN
178258,qlPU6UYwN90,18.29.03,2018-03-26T07:00:02.000Z,115562,2082,154,343,False,False,Entertainment,IN
96202,kYFv8SyAm-E,18.12.02,2018-02-11T17:00:08.000Z,5311,352,4,47,False,False,Gaming,FR
108540,4WGyBO6sIQ8,18.18.01,2018-01-17T16:00:02.000Z,8286,935,9,102,False,False,Howto & Style,FR
201053,cAulCV2u0W8,18.17.02,2018-02-16T09:00:04.000Z,63634,426,104,166,False,False,People & Blogs,JP
357417,6lI67K54qgQ,18.14.04,2018-04-09T14:40:25.000Z,755748,7253,633,2817,False,False,Sports,US
22270,wuzDav1cNhI,18.21.01,2018-01-19T07:38:24.000Z,174476,1402,99,665,False,False,News & Politics,CA
41535,r_rXBmePNRM,17.25.11,2017-11-24T15:00:09.000Z,5674,356,9,9,False,False,Entertainment,DE
216246,2Nw45cWg7eE,18.02.03,2018-03-01T15:00:00.000Z,21396,1739,11,162,False,False,Music,JP
313779,V7gGrdUxdjs,18.11.03,2018-03-10T20:03:03.000Z,26592,425,128,58,False,False,Education,RU
298956,ZNioIf88gpM,18.08.03,2018-03-07T17:35:55.000Z,11234,207,11,105,False,False,People & Blogs,RU
66344,97jYqXrXnmU,18.24.01,2018-01-23T14:21:45.000Z,193202,1654,296,368,False,False,Film & Animation,DE
89302,poInYpdNXso,18.12.05,2018-05-10T20:45:02.000Z,291405,6780,598,1063,False,False,Entertainment,FR
263249,mRetmEr2QoU,18.02.05,2018-05-01T03:13:50.000Z,51243,963,40,13,False,False,Entertainment,MX
2952,ALzHBOnQOC0,18.04.05,2018-05-03T21:43:17.000Z,63458,7487,69,771,False,False,Music,CA
267216,pvzHk-RXUdk,17.11.12,2017-12-10T23:35:31.000Z,5923,727,10,50,False,False,People & Blogs,MX
79030,6KQzXTQ09ds,18.09.01,2018-01-08T18:03:37.000Z,64493,3585,349,607,False,False,Gaming,DE
19135,dT-fU0jOfgo,18.20.05,2018-05-18T14:10:00.000Z,116294,349,64,64,False,False,Entertainment,CA
315591,BPRR4KGmFlE,18.08.05,2018-05-07T14:04:08.000Z,196852,23514,209,3151,False,False,Sports,RU
221607,UO7FvuaugX4,18.10.02,2018-02-08T11:07:04.000Z,165186,590,361,516,False,False,People & Blogs,KR
236291,ZKNCTuYgUDs,17.27.11,2017-11-24T14:00:03.000Z,71545,7874,14,619,False,False,Music,KR
305909,XTJ5QL-mi8E,18.22.02,2018-02-18T21:29:22.000Z,7583908,327096,69651,63657,False,False,Entertainment,RU
325804,a7240B-nhuw,18.03.02,2018-02-02T18:30:01.000Z,100792,307,71,109,False,False,Film & Animation,RU
293835,GpjXpJcs4ik,17.02.12,2017-12-01T19:38:43.000Z,10950,73,3,6,False,False,People & Blogs,RU
298536,h_vStAWJ50M,18.28.02,2018-02-27T09:29:30.000Z,14111,742,78,168,False,False,People & Blogs,RU
184530,UTGhaSdMCD8,17.27.11,2017-11-25T04:44:03.000Z,126009,1408,46,14,False,False,Comedy,IN
106980,CPha0TcJE4k,18.13.06,2018-06-12T19:40:12.000Z,48105,1444,43,251,False,False,People & Blogs,FR
228896,ZnlKXE1qgOs,18.19.02,2018-02-17T23:38:22.000Z,246966,1961,162,255,False,False,News & Politics,KR
162803,nJN_CwNS-Ik,17.28.11,2017-11-27T10:19:13.000Z,56650,133,79,22,False,False,News & Politics,IN
318473,8QnHxnZApHk,17.26.12,2017-12-25T14:04:15.000Z,24756,1351,8,12,False,False,News & Politics,RU
10374,-sAA0zaLUEA,17.29.12,2017-12-29T07:23:01.000Z,21406,1815,108,9,False,False,Entertainment,CA
327265,5hSmwUV0kKM,18.20.05,2018-05-18T20:06:02.000Z,146198,599,155,166,False,False,Film & Animation,RU
230362,P5vHpRkqTVw,18.31.03,2018-03-29T14:29:15.000Z,60045,2185,80,183,False,False,News & Politics,KR
289389,LETOP95OJko,17.29.11,2017-11-28T17:00:01.000Z,66062,8953,36,419,False,False,Film & Animation,MX
320954,yCFtjQJKC4k,18.28.03,2018-03-26T12:56:38.000Z,267601,1049,134,467,False,False,News & Politics,RU
97273,Y8OGNXs0IUc,17.28.11,2017-11-26T17:36:58.000Z,19793,114,1,24,False,False,Sports,FR
284613,0Nyl1yUbVHM,18.27.04,2018-04-27T01:00:00.000Z,615034,12587,344,2003,False,False,Comedy,MX
70628,78SzvIF5qa4,18.18.04,2018-04-16T17:42:33.000Z,12758,253,4,43,False,False,Sports,DE
257950,MYy5v0jqekQ,18.06.02,2018-02-05T06:41:16.000Z,245111,1530,217,417,False,False,Entertainment,MX
35728,2lq2k9NPbSU,18.12.06,2018-06-11T18:00:00.000Z,107845,7840,153,643,False,False,Gaming,CA
293643,OVWcrNNStso,17.28.11,2017-11-27T12:06:29.000Z,44137,99,45,125,False,False,People & Blogs,RU
214351,MknkZ22-ulg,18.27.02,2018-02-26T10:42:23.000Z,17982,206,11,0,True,False,Sports,JP
175132,oFJcAQs_3aw,18.16.02,2018-02-14T10:00:08.000Z,166758,446,174,40,False,False,Entertainment,IN
262295,KrC6GYA70Y4,18.18.04,2018-04-17T23:59:54.000Z,38874,711,47,126,False,False,Entertainment,MX
47340,EvBR7WOBdmM,18.13.02,2018-02-10T13:00:00.000Z,265262,19427,582,1106,False,False,Entertainment,DE
182631,_kqeRJg7iIo,18.25.05,2018-05-23T06:15:00.000Z,56732,290,32,17,False,False,Entertainment,IN
270868,kc7_hIP9fbc,18.06.03,2018-03-05T23:37:00.000Z,40582,234,11,10,False,False,People & Blogs,MX
70168,eGfpi0LPm0A,18.11.03,2018-03-10T18:31:24.000Z,14681,150,14,2,False,False,Sports,DE
105820,m3nSERuqSK8,18.01.05,2018-04-30T21:00:09.000Z,18706,289,21,44,False,False,People & Blogs,FR
355783,uQWuC7L4_DQ,18.29.05,2018-05-17T11:48:02.000Z,626781,1946,382,665,False,False,News & Politics,US
67231,qtXFK8guvUE,18.21.04,2018-04-20T14:19:44.000Z,275325,2243,436,698,False,False,Film & Animation,DE
356254,pk0xdl0rRFg,17.23.12,2017-12-21T19:00:23.000Z,540919,25181,682,2745,False,False,Sports,US
331548,0vjya4M6Asc,18.27.05,2018-05-27T02:01:23.000Z,20571,2323,31,643,False,False,Music,RU
80827,cH4PVMiZCUw,18.09.05,2018-05-08T17:30:01.000Z,81524,3442,134,380,False,False,Science & Technology,DE
216431,h32EDotWbQE,18.19.03,2018-03-18T00:57:57.000Z,31722,123,10,17,False,False,Music,JP
112353,tZxxey4rtFg,17.22.12,2016-06-14T16:40:57.000Z,127809,275,72,201,False,False,News & Politics,FR
304399,NTcbCQJAaRQ,17.25.12,2017-12-24T11:01:33.000Z,49343,621,39,68,False,False,Entertainment,RU
308086,gw_m0Kx_t2s,18.15.05,2018-05-14T15:55:59.000Z,149639,15916,359,13648,False,False,Entertainment,RU
271995,Zmrsf9lSZgE,18.31.03,2018-03-29T22:01:53.000Z,182854,15960,350,2260,False,False,People & Blogs,MX
289675,T-_OOF2CUxI,18.15.01,2018-01-15T02:03:06.000Z,28448,2658,91,445,False,False,Film & Animation,MX
192350,NHDd_rTKGhk,18.03.01,2017-12-31T05:40:09.000Z,368398,16386,1049,524,False,False,People & Blogs,IN
329138,268-3lcfQuA,18.26.03,2018-03-24T18:50:47.000Z,69584,2344,143,211,False,False,Howto & Style,RU
206426,Qm5BEqBqLXo,18.30.05,2018-05-29T08:30:01.000Z,18442,938,13,75,False,False,Pets & Animals,JP
11398,le4KCpZb1oM,18.16.01,2018-01-14T21:16:02.000Z,2309842,22948,4902,9793,False,False,Entertainment,CA
325193,L_M9sUAdSfE,17.16.12,2017-12-15T13:00:02.000Z,105737,351,97,11,False,False,Film & Animation,RU
285805,pNb0ki-bm-o,17.14.12,2017-12-13T22:18:09.000Z,4449,76,5,12,False,False,Sports,MX
22757,v1d7UvKWh6M,18.11.02,2018-02-09T14:10:09.000Z,424133,18978,1652,2500,False,False,News & Politics,CA
297406,r7jow0T0gtE,18.05.02,2018-02-03T23:52:02.000Z,22910,108,52,10,False,False,People & Blogs,RU
256255,SYYXC6vsDlA,18.08.01,2018-01-07T23:17:18.000Z,44466,3808,211,611,False,False,Entertainment,MX
241365,WKExwsnuLo8,18.08.02,2018-02-05T09:51:09.000Z,102580,470,14,84,False,False,Entertainment,KR
221903,ag1ZWpHb5gY,18.18.02,2018-02-15T12:41:48.000Z,218403,418,167,97,False,False,People & Blogs,KR
177382,IDz_eccQ3lk,18.18.03,2018-03-15T06:36:03.000Z,320270,16298,2375,1478,False,False,Entertainment,IN
289440,FRgj7mxgnZg,17.05.12,2017-12-04T02:20:45.000Z,43999,223,200,0,True,False,Film & Animation,MX
30407,pmdu67KRIqw,18.22.03,2018-03-21T15:32:28.000Z,61926,2385,68,270,False,False,Howto & Style,CA
239289,OUVKLV7oYEs,17.16.12,2017-12-14T19:25:35.000Z,202036,7821,254,99,False,False,Entertainment,KR
37698,TcR_zHxK4NE,18.03.04,2018-04-03T02:43:43.000Z,1727,54,0,13,False,False,Sports,CA
128384,kZkIDiw0jDU,18.23.02,2018-02-12T13:15:43.000Z,970237,8863,2314,9696,False,False,Entertainment,GB
319441,ef9ITu1j2ak,18.06.02,2018-02-05T16:59:45.000Z,151695,9870,13051,1205,False,False,News & Politics,RU
177540,Dr8OhQA7yeg,18.20.03,2018-03-19T17:30:01.000Z,110572,765,71,78,False,False,Entertainment,IN
17550,8qitxIJAdLU,18.27.04,2018-04-25T21:09:59.000Z,146585,7507,521,522,False,False,Entertainment,CA
176538,iZKP-gWL-lk,18.07.03,2018-03-06T15:52:39.000Z,74924,321,45,16,False,False,Entertainment,IN
97290,WUkJTvRXodk,17.29.11,2017-11-27T17:00:05.000Z,41263,1904,121,512,False,False,Sports,FR
112676,lMaT91O_gdI,18.08.01,2018-01-07T17:50:52.000Z,22121,1962,15,354,False,False,News & Politics,FR
67948,lZn17WTrOZ0,17.21.12,2017-12-20T12:00:09.000Z,74564,8083,84,1184,False,False,Autos & Vehicles,DE
38785,8g9t5Tm5Hb8,18.26.03,2018-03-25T18:00:00.000Z,118816,4321,196,1305,False,False,Pets & Animals,CA
106012,olK5VId59NM,18.07.05,2018-05-05T23:55:13.000Z,25008,65,30,6,False,False,People & Blogs,FR
314798,bqQV9xpsN_0,18.06.02,2018-02-05T08:42:18.000Z,244776,13366,924,1098,False,False,Sports,RU
225433,Afeh9yPL9qA,18.12.06,2018-06-07T22:00:00.000Z,395191,3820,388,1687,False,False,People & Blogs,KR
184253,YLnEWO7JYBY,18.14.06,2018-06-13T07:30:26.000Z,381232,1271,132,70,False,False,Entertainment,IN
255934,7QW4rA0yb_g,18.03.01,2018-01-02T23:42:32.000Z,16211,71,13,23,False,False,Entertainment,MX
84982,iMVBObh8hDM,18.01.02,2018-01-27T17:23:13.000Z,1163407,105627,1931,3822,False,False,Entertainment,FR
363615,5GHXEGz3PJg,18.26.05,2018-05-03T18:35:00.000Z,9534322,156895,3356,5564,False,False,Music,US
165857,C6EiYnpcOPg,18.21.03,2018-03-16T15:23:18.000Z,897895,1500,708,473,False,False,News & Politics,IN
131358,RYXGWpH3ZvQ,18.06.05,2018-04-23T01:44:59.000Z,183396,1572,36,266,False,False,Entertainment,GB
288150,N9nhQVZmDUU,18.29.04,2018-04-29T01:00:03.000Z,49381,231,122,87,False,False,Sports,MX
313886,6uMYV-Et7-s,18.17.04,2018-04-16T19:53:39.000Z,9180,925,5,98,False,False,Education,RU
36906,k9Kvgqfj2_E,18.11.02,2018-02-10T07:25:02.000Z,402709,11224,69,342,False,False,Sports,CA
213339,ED7H8CXctfs,18.27.04,2018-04-26T07:34:04.000Z,144384,2270,108,712,False,False,Howto & Style,JP
235427,eDn3x44exnI,18.15.04,2018-04-12T14:15:58.000Z,432609,2316,389,609,False,False,Comedy,KR
338130,6ZkZ7pSD2mw,18.15.01,2018-01-12T22:44:25.000Z,3046,6,3,2,False,False,Entertainment,US
320574,jDlbFduhB68,18.19.03,2018-03-18T19:25:05.000Z,31969,227,113,0,True,False,News & Politics,RU
96813,BZm8nSz19pM,18.20.05,2018-05-15T15:09:40.000Z,3329164,241369,2584,16277,False,False,Gaming,FR
314741,vcUgPE-Frzc,18.02.02,2018-02-01T10:00:05.000Z,286004,10057,958,593,False,False,Sports,RU
167562,GBR3BPRkUDc,18.12.06,2018-06-08T14:53:19.000Z,790992,6894,899,262,False,False,News & Politics,IN
315673,AdbzkD54gZ4,18.17.05,2018-05-16T15:25:31.000Z,83301,1724,142,304,False,False,Sports,RU
97151,0FDIJpw25Fg,17.22.11,2017-11-21T17:21:36.000Z,64729,2053,27,74,False,False,Sports,FR
310268,ZEk1GefMvwM,17.14.11,2017-11-12T15:00:04.000Z,237457,2957,353,195,False,False,Comedy,RU
43123,WVJT6VsNRfc,17.16.12,2017-12-15T09:30:01.000Z,106475,2348,66,207,False,False,Entertainment,DE
323740,cNbNAXt3lXk,17.16.12,2017-12-14T18:36:36.000Z,404276,28195,605,2232,False,False,Gaming,RU
74836,VCNt3R7H_Ow,18.12.03,2018-03-11T12:28:23.000Z,6765,29,3,9,False,False,News & Politics,DE
106600,KhWbl5r7Ikw,18.30.05,2018-05-29T19:22:37.000Z,52413,470,117,201,False,False,People & Blogs,FR
218246,fy2jkQiKX2s,18.05.06,2018-06-04T12:43:18.000Z,86512,3856,188,782,False,False,Gaming,JP
263888,NZnXJDKEvXs,18.12.05,2018-05-11T15:30:00.000Z,32557,680,57,67,False,False,Entertainment,MX
74535,VhqDjk_RitA,18.17.02,2018-02-16T13:56:42.000Z,3614,13,1,1,False,False,News & Politics,DE
202058,3jFpbF3Rf9o,18.18.03,2018-03-17T11:22:12.000Z,10334,0,0,0,True,True,People & Blogs,JP
189431,2sYbqgFfkXY,18.03.03,2018-03-01T04:36:51.000Z,1358116,22126,606,862,False,False,Music,IN
356488,Hl6lrx2O6WE,18.18.01,2018-01-12T21:58:56.000Z,182783,4403,199,1610,False,False,Sports,US
84620,W9X-Xn6vCLM,18.24.01,2018-01-22T19:29:05.000Z,74189,7572,507,3240,False,False,Entertainment,FR
266026,AKHwg32sJeg,18.13.06,2018-06-12T20:41:10.000Z,132425,998,408,389,False,False,Entertainment,MX
343899,TmzVBGf6uKk,18.20.05,2018-05-02T00:13:56.000Z,1032873,41701,311,2048,False,False,Entertainment,US
299279,y9WWtmkG2mk,18.15.03,2018-03-14T08:26:26.000Z,23784,1493,38,417,False,False,People & Blogs,RU
37834,MD4YLJLKl7w,18.18.04,2018-04-17T18:37:42.000Z,256355,2679,86,838,False,False,Sports,CA
306176,6A4t01I1C0g,18.04.03,2018-03-03T11:00:01.000Z,68179,9612,730,3089,False,False,Entertainment,RU
319876,C7HhockVC7w,18.21.02,2018-02-21T01:10:44.000Z,35525,772,171,398,False,False,News & Politics,RU
45018,7cdo52EMLmg,18.12.01,2018-01-11T09:30:01.000Z,60387,1494,39,125,False,False,Entertainment,DE
209404,_sRQjP3Knfs,18.07.04,2018-04-06T11:06:14.000Z,101057,4666,152,871,False,False,Entertainment,JP
270915,FQ4vlXCfQo0,18.07.03,2018-03-06T04:09:47.000Z,376057,404,205,26,False,False,People & Blogs,MX
292137,pv6Nz8kWeW8,18.28.02,2018-02-27T23:00:01.000Z,3259,378,5,70,False,False,Gaming,MX
347787,CRSsa2o6PDQ,18.22.04,2018-04-09T17:30:00.000Z,782535,20902,1932,1764,False,False,Comedy,US
89710,Zc94D0ra4Vo,18.20.05,2018-05-18T18:44:03.000Z,149068,1808,114,228,False,False,Entertainment,FR
26993,XdvqcZNzD5k,18.13.02,2018-02-11T07:51:15.000Z,300879,3434,60,280,False,False,People & Blogs,CA
311864,B5wRMbYa2o8,18.03.03,2018-03-02T08:22:20.000Z,65434,3192,63,632,False,False,Comedy,RU
218107,MaC4JSaYMH4,18.15.05,2018-05-14T11:00:03.000Z,7916,350,3,65,False,False,Gaming,JP
46654,GcXtJKVkKl0,18.03.02,2018-02-02T19:53:16.000Z,2707,489,6,135,False,False,Entertainment,DE
309796,fcqu-zdJlVg,18.10.03,2018-03-08T10:45:29.000Z,268788,12144,299,914,False,False,Science & Technology,RU
47131,QrKk_Iswi04,18.10.02,2018-02-09T16:00:02.000Z,10322,808,36,42,False,False,Entertainment,DE
207763,qGPPfD7fyA0,18.02.03,2018-03-02T03:00:01.000Z,798,6,22,4,False,False,Entertainment,JP
205725,OM-CrbQc3P4,18.01.03,2018-03-01T04:14:27.000Z,3502,373,4,42,False,False,Pets & Animals,JP
27878,IixNLqhrwRo,18.26.03,2018-03-24T03:10:49.000Z,162782,1310,128,365,False,False,People & Blogs,CA
197478,w9Xyz56v7Us,18.16.03,2018-03-15T21:11:02.000Z,243285,2081,156,3,False,False,Sports,IN
198821,bY42nBAMqAQ,18.25.04,2018-04-24T07:32:09.000Z,65284,172,50,351,False,False,News & Politics,JP
329444,4OfTSYtj7Sg,18.03.05,2018-05-02T17:00:00.000Z,24807,1874,42,294,False,False,Howto & Style,RU
304943,9yFL3xbFg4I,18.17.01,2018-01-16T15:21:45.000Z,70829,255,57,16,False,False,Entertainment,RU
58820,ivEKkuzCKis,18.03.01,2018-01-02T15:09:18.000Z,7898,202,41,40,False,False,Education,DE
278903,73GP5gGpHHY,18.09.03,2018-03-08T23:34:27.000Z,36966,3646,51,289,False,False,Howto & Style,MX
284227,v4Daeq7cyFQ,18.03.03,2018-03-03T01:41:38.000Z,17539,133,7,7,False,False,Comedy,MX
51222,pIOOGmDl1Rc,18.07.04,2018-04-06T21:49:04.000Z,156339,2247,82,232,False,False,Entertainment,DE
73643,6AwJTg0m4Jg,17.14.12,2017-12-13T17:56:43.000Z,5784,223,3,16,False,False,News & Politics,DE
318181,VCDteKywvY0,17.09.12,2017-12-08T12:37:45.000Z,51827,337,155,0,True,False,News & Politics,RU
293855,ETxS0qg2yYc,17.02.12,2017-12-01T16:11:45.000Z,28729,817,73,58,False,False,People & Blogs,RU
275865,RVYX8tzpDKQ,18.23.03,2018-03-22T21:59:50.000Z,6853,766,8,102,False,False,News & Politics,MX
317830,DjMCN0a6on4,17.24.11,2017-11-22T11:07:52.000Z,103010,407,93,240,False,False,News & Politics,RU
262128,U9yZIIgH6Dw,18.16.04,2018-04-15T21:15:56.000Z,45571,270,53,62,False,False,Entertainment,MX
195111,AEF6_tJyHeo,18.07.01,2018-01-06T02:34:45.000Z,18347,795,9,144,False,False,Education,IN
289000,muk7Rch2iXw,18.12.06,2018-06-09T21:16:42.000Z,578260,6640,279,1337,False,False,Sports,MX
285926,I4m8Lv10RSc,17.24.12,2017-12-23T13:55:58.000Z,4861,1,0,0,False,False,Sports,MX
178645,IOWQLRdQErY,18.02.04,2018-04-01T12:22:42.000Z,148035,780,110,76,False,False,Entertainment,IN
165769,P5T2PiMplzU,18.18.03,2018-03-17T14:16:41.000Z,88729,969,91,86,False,False,News & Politics,IN
231070,9YbXL3CTfGI,18.26.04,2018-04-24T11:29:25.000Z,430029,2322,129,2054,False,False,News & Politics,KR
